partido,campoId,local,visitante,resultado,fecha,deporte,wdDeporte,deporte_descripcion,deporte_imagen
https://example.org/partidos/partido/JDM%20GRUPO_futsal_18_4_1,https://example.org/partidos/campo/510,MV CHAMAR- A,XVI,2-0,2014-11-01,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_18_12_1,https://example.org/partidos/campo/510,MV CHAMAR- A,MERENGUE,4-1,2015-01-24,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_18_18_3,https://example.org/partidos/campo/568,MV CHAMAR- A,MACABBI CIRCUS,10-0,2015-03-14,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_18_14_5,https://example.org/partidos/campo/498,MV CHAMAR- A,STEAGUA  GRIFO,14-1,2015-02-14,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_18_11_4,https://example.org/partidos/campo/498,MV CHAMAR- A,WIR GUTEN,5-0,2015-01-17,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_24_1_5,https://example.org/partidos/campo/510,MARINES,CYCLEON,4-0,2014-10-12,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_24_16_1,https://example.org/partidos/campo/505,MARINES,FS PROSPERIDAD,4-3,2015-03-01,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_24_13_4,https://example.org/partidos/campo/568,MARINES,ANAUR RAC.MAIN,1-10,2015-02-08,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_24_11_2,https://example.org/partidos/campo/568,MARINES,ILEGALES,9-2,2015-01-18,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_24_6_4,https://example.org/partidos/campo/505,MARINES,MARPI,4-1,2014-11-23,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20DISTRITO_futsal_14_1_16,https://example.org/partidos/campo/498,MARINES,LOBOS CHAMAR.,2-3,2015-04-11,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_24_5_3,https://example.org/partidos/campo/568,MARINES,L.OTRO  DIA,5-2,2014-11-16,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_24_3_1,https://example.org/partidos/campo/568,MARINES,FON A TODO,0-2,2014-10-26,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_24_8_5,https://example.org/partidos/campo/508,MARINES,SLAYERS,4-3,2015-02-01,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_24_18_2,https://example.org/partidos/campo/568,MARINES,GRILLIS,1-0,2015-03-15,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_316_18_2,https://example.org/partidos/campo/620,ASTON TUNAS,JUVENTUS DE TAURIN,9-5,2015-03-21,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_316_13_4,https://example.org/partidos/campo/1772,ASTON TUNAS,LACOMA INTERVIU,2-3,2015-02-07,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_316_6_4,https://example.org/partidos/campo/1772,ASTON TUNAS,DINAMO DE ESTRECHO,3-1,2014-11-22,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_316_1_5,https://example.org/partidos/campo/2005,ASTON TUNAS,CLUB DE CITAS Y VINOS,11-1,2014-10-11,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_316_5_3,https://example.org/partidos/campo/1776,ASTON TUNAS,MALTA,6-3,2014-11-15,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_316_16_1,https://example.org/partidos/campo/633,ASTON TUNAS,SPORTING DE SARRIA,8-3,2015-02-28,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_316_11_2,https://example.org/partidos/campo/620,ASTON TUNAS,LOS DESPOJOS,8-0,2015-01-17,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_316_3_1,https://example.org/partidos/campo/633,ASTON TUNAS,LIFE COOL,5-1,2014-10-25,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_316_8_5,https://example.org/partidos/campo/2005,ASTON TUNAS,SUBMARINO AMARILLO,6-1,2014-12-13,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_693_12_4,https://example.org/partidos/campo/555,SAINZ DE VICUеA,INMEMORIAL DEL REY,2-1,2015-02-28,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_693_8_2,https://example.org/partidos/campo/555,SAINZ DE VICUеA,HAKE. F.C.,3-2,2015-01-31,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_693_2_2,https://example.org/partidos/campo/554,SAINZ DE VICUеA,LA ESCUADRA,3-1,2014-11-22,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20FINAL%20MADRID_futsal_11_2_4,https://example.org/partidos/campo/317,SAINZ DE VICUеA,LOS MANZANA JAVIеA,2-1,2015-04-25,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_693_3_3,https://example.org/partidos/campo/554,SAINZ DE VICUеA,"C.D.E. EL VALLE JUVENIL ""A""",7-2,2014-11-29,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_693_6_1,https://example.org/partidos/campo/554,SAINZ DE VICUеA,PETAFE B,1-0,2015-01-17,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_693_11_4,https://example.org/partidos/campo/555,SAINZ DE VICUеA,VICALUNITED F.C.,2-1,2015-02-21,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_basketball_149_16_2,https://example.org/partidos/campo/1766,GRANDEZAS,SUPERNENAS,26-36,2015-03-01,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_basketball_149_12_3,https://example.org/partidos/campo/1766,GRANDEZAS,LAS LIBELULAS,41-23,2015-01-25,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_basketball_149_10_4,https://example.org/partidos/campo/1766,GRANDEZAS,DETRAS DEL AHORRA,43-32,2015-01-11,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_basketball_149_6_5,https://example.org/partidos/campo/1766,GRANDEZAS,ESPARTANAS,25-31,2014-11-23,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_basketball_149_4_4,https://example.org/partidos/campo/1766,GRANDEZAS,PASTICELY,29-23,2014-11-02,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_basketball_149_14_1,https://example.org/partidos/campo/1766,GRANDEZAS,LAS MOCHAS,47-35,2015-02-15,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_basketball_149_9_3,https://example.org/partidos/campo/1765,GRANDEZAS,SANVI,28-23,2014-12-21,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_basketball_149_8_2,https://example.org/partidos/campo/1766,GRANDEZAS,SPARKS,29-31,2014-12-14,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_basketball_149_2_5,https://example.org/partidos/campo/1766,GRANDEZAS,B.J.C.,21-15,2014-10-19,basketball,http://www.wikidata.org/entity/Q5372,deporte en el que se rebota una pelota y se arroja a través de un aro,http://commons.wikimedia.org/wiki/Special:FilePath/Dream%20Team%20at%20the%201992%20Summer%20Olympics.JPEG
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_456_3_4,https://example.org/partidos/campo/614,INTER FAKAS,CUNEF,7-4,2014-10-25,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_926_2_1,https://example.org/partidos/campo/614,INTER FAKAS,THE JAGGERS,8-2,2015-02-28,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_456_1_1,https://example.org/partidos/campo/614,INTER FAKAS,COSSA NOSTRA,1-2,2014-10-11,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_456_5_2,https://example.org/partidos/campo/614,INTER FAKAS,SCHALKE NOCABES,3-1,2014-11-15,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_456_11_2,https://example.org/partidos/campo/614,INTER FAKAS,UNION DEPORTIVA PREMESCA,10-2,2015-01-17,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_456_13_1,https://example.org/partidos/campo/614,INTER FAKAS,THE JAGGERS,3-6,2015-02-14,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_456_9_3,https://example.org/partidos/campo/614,INTER FAKAS,PECES GORDOS,10-5,2014-12-20,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_seven-a-side%20football_456_7_4,https://example.org/partidos/campo/614,INTER FAKAS,REAL VALLADOMINGAS,5-8,2014-11-29,seven-a-side football,http://www.wikidata.org/entity/Q16534667,deporte colectivo de balón de siete jugadores por equipo,http://commons.wikimedia.org/wiki/Special:FilePath/World%20Cup%20Peru.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_609_12_4,https://example.org/partidos/campo/107,DULCE NOMBRE DE JESUS,LA PURISIMA,10-6,2015-03-07,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_609_2_4,https://example.org/partidos/campo/110,DULCE NOMBRE DE JESUS,SAN JUAN BAUTISTA,7-4,2014-11-22,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_609_4_7,https://example.org/partidos/campo/110,DULCE NOMBRE DE JESUS,PALESTRA EVA DUARTE,10-1,2014-12-13,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_609_9_7,https://example.org/partidos/campo/110,DULCE NOMBRE DE JESUS,UDRB MIRASIERRA,14-1,2015-02-14,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_609_11_3,https://example.org/partidos/campo/110,DULCE NOMBRE DE JESUS,A.D.C. FILIPENSES A,1-2,2015-02-28,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_997_1_1,https://example.org/partidos/campo/110,DULCE NOMBRE DE JESUS,"A.D.C. ARTURO SORIA ""A""",4-2,2015-04-10,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_997_2_2,https://example.org/partidos/campo/110,DULCE NOMBRE DE JESUS,M.B. VILATELA,2-5,2015-04-11,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_609_6_1,https://example.org/partidos/campo/110,DULCE NOMBRE DE JESUS,CASA DE LA VIRGEN,11-2,2015-01-17,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_416_14_1,https://example.org/partidos/campo/316,MADRID F.S.,SANTO DOMINGO VALL,1-5,2015-03-07,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_416_3_1,https://example.org/partidos/campo/316,MADRID F.S.,EL PATIO F.C.,3-2,2014-11-29,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_416_11_3,https://example.org/partidos/campo/316,MADRID F.S.,ASTON BIRRAS,3-2,2015-02-14,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_416_12_2,https://example.org/partidos/campo/316,MADRID F.S.,REAL VALLECAS,5-2,2015-02-21,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_416_6_4,https://example.org/partidos/campo/317,MADRID F.S.,GSD VALLECAS,1-4,2015-01-10,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_416_9_2,https://example.org/partidos/campo/316,MADRID F.S.,SAFA URGEL,3-0,2015-01-31,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_416_1_4,https://example.org/partidos/campo/317,MADRID F.S.,VODKA JUNIORS,6-2,2014-11-15,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_handball_993_9_3,https://example.org/partidos/campo/1447,CIUDAD DE CORDOBA,EL ESPINILLO,9-18,2014-12-17,handball,http://www.wikidata.org/entity/Q8418,deporte,http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Rocas%20Selecci%C3%B3n%202013.jpg
https://example.org/partidos/partido/JDM%20GRUPO_handball_665_3_1,https://example.org/partidos/campo/1447,CIUDAD DE CORDOBA,EL ESPINILLO,9-18,2014-12-12,handball,http://www.wikidata.org/entity/Q8418,deporte,http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Rocas%20Selecci%C3%B3n%202013.jpg
https://example.org/partidos/partido/JDM%20GRUPO_handball_665_4_2,https://example.org/partidos/campo/1447,CIUDAD DE CORDOBA,CIUDAD DE LOS ANGELES,10-20,2015-01-16,handball,http://www.wikidata.org/entity/Q8418,deporte,http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Rocas%20Selecci%C3%B3n%202013.jpg
https://example.org/partidos/partido/JDM%20GRUPO_handball_993_1_3,https://example.org/partidos/campo/2092,CIUDAD DE CORDOBA,ANTONIO DE NEBRIJA,27-14,2015-03-13,handball,http://www.wikidata.org/entity/Q8418,deporte,http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Rocas%20Selecci%C3%B3n%202013.jpg
https://example.org/partidos/partido/JDM%20GRUPO_handball_993_5_3,https://example.org/partidos/campo/2092,CIUDAD DE CORDOBA,MONTSERRAT PROMESAS,6-14,2015-04-17,handball,http://www.wikidata.org/entity/Q8418,deporte,http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Rocas%20Selecci%C3%B3n%202013.jpg
https://example.org/partidos/partido/JDM%20GRUPO_handball_993_7_1,https://example.org/partidos/campo/1447,CIUDAD DE CORDOBA,VILLAVERDE PROMESAS,25-12,2015-05-22,handball,http://www.wikidata.org/entity/Q8418,deporte,http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Rocas%20Selecci%C3%B3n%202013.jpg
https://example.org/partidos/partido/JDM%20GRUPO_handball_665_1_2,https://example.org/partidos/campo/1447,CIUDAD DE CORDOBA,MONTSERRAT,0-0,2014-11-14,handball,http://www.wikidata.org/entity/Q8418,deporte,http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Rocas%20Selecci%C3%B3n%202013.jpg
https://example.org/partidos/partido/JDM%20GRUPO_handball_993_3_2,https://example.org/partidos/campo/1447,CIUDAD DE CORDOBA,CIUDAD DE JAEN,8-23,2014-12-17,handball,http://www.wikidata.org/entity/Q8418,deporte,http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Rocas%20Selecci%C3%B3n%202013.jpg
https://example.org/partidos/partido/JDM%20GRUPO_handball_665_10_2,https://example.org/partidos/campo/2092,CIUDAD DE CORDOBA,CIUDAD DE JAEN,8-23,2015-03-06,handball,http://www.wikidata.org/entity/Q8418,deporte,http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Rocas%20Selecci%C3%B3n%202013.jpg
https://example.org/partidos/partido/JDM%20GRUPO_handball_665_7_3,https://example.org/partidos/campo/1447,CIUDAD DE CORDOBA,CRISTOBAL COLON,12-19,2015-02-06,handball,http://www.wikidata.org/entity/Q8418,deporte,http://commons.wikimedia.org/wiki/Special:FilePath/Albert%20Rocas%20Selecci%C3%B3n%202013.jpg
https://example.org/partidos/partido/JDM%20GRUPO_minibasketball_522_9_4,https://example.org/partidos/campo/1782,C.D. EL VALLE,ASUNCION CUESTA BLANCA,27-12,2015-02-07,minibasketball,http://www.wikidata.org/entity/Q114049601,,
https://example.org/partidos/partido/JDM%20GRUPO_minibasketball_522_14_4,https://example.org/partidos/campo/1651,C.D. EL VALLE,HIGHLANDS,22-37,2015-03-14,minibasketball,http://www.wikidata.org/entity/Q114049601,,
https://example.org/partidos/partido/JDM%20GRUPO_minibasketball_522_6_3,https://example.org/partidos/campo/1877,C.D. EL VALLE,PICASSO,20-39,2015-01-17,minibasketball,http://www.wikidata.org/entity/Q114049601,,
https://example.org/partidos/partido/JDM%20GRUPO_minibasketball_522_10_1,https://example.org/partidos/campo/1651,C.D. EL VALLE,GAUDEM B,10-55,2015-02-14,minibasketball,http://www.wikidata.org/entity/Q114049601,,
https://example.org/partidos/partido/JDM%20GRUPO_minibasketball_522_12_3,https://example.org/partidos/campo/1782,C.D. EL VALLE,"GAUDI""B""",0-2,2015-02-28,minibasketball,http://www.wikidata.org/entity/Q114049601,,
https://example.org/partidos/partido/JDM%20GRUPO_futsal_350_10_1,https://example.org/partidos/campo/305,LOS AQUEOS,CAFETERIA ALVI,1-4,2015-01-11,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_350_7_2,https://example.org/partidos/campo/1535,LOS AQUEOS,SIMAMCAS MAMBO,2-2,2014-11-30,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_774_5_1,https://example.org/partidos/campo/305,LOS AQUEOS,"RAYO MONTAMARTA  ""B""",2-5,2015-02-22,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_350_6_5,https://example.org/partidos/campo/1535,LOS AQUEOS,"RAYO MONTAMARTA ""A""",1-1,2014-11-23,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_350_3_5,https://example.org/partidos/campo/305,LOS AQUEOS,EL NEW TEAM,0-6,2014-10-26,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
https://example.org/partidos/partido/JDM%20GRUPO_futsal_774_4_2,https://example.org/partidos/campo/1535,LOS AQUEOS,"RAYO MONTAMARTA ""A""",3-6,2015-02-15,futsal,http://www.wikidata.org/entity/Q171401,deporte de equipo,http://commons.wikimedia.org/wiki/Special:FilePath/Futebol%20Salao%20Pan2007.jpg
